"filename", "language", "JavaScript", "CSS", "comment", "blank", "total"
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/CustomHooks/useCreatePaymentIntent.js", "JavaScript", 16, 0, 0, 3, 19
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/CustomHooks/useFetchAllProducts.js", "JavaScript", 11, 0, 0, 2, 13
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/_consts/colors/colors.js", "JavaScript", 7, 0, 0, 1, 8
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/_consts/server/server.js", "JavaScript", 6, 0, 0, 1, 7
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/AdminBar/AdminBar.js", "JavaScript", 62, 0, 0, 4, 66
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/AdminBar/admin-bar.style.js", "JavaScript", 7, 0, 0, 2, 9
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/AdminTopBar/AdminTopBar.js", "JavaScript", 43, 0, 0, 4, 47
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/App/App.js", "JavaScript", 64, 0, 0, 3, 67
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/App/app.style.js", "JavaScript", 2, 0, 0, 2, 4
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/Badge/Badge.js", "JavaScript", 6, 0, 0, 3, 9
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/Badge/badge.style.js", "JavaScript", 13, 0, 0, 2, 15
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CartControlButtons/CartControlButtons.js", "JavaScript", 56, 0, 6, 8, 70
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CartControlButtons/cart-control-buttons.style.js", "JavaScript", 10, 0, 0, 2, 12
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CategoryTitle/CategoryTitle.js", "JavaScript", 6, 0, 0, 3, 9
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CategoryTitle/category-title.style.js", "JavaScript", 6, 0, 0, 2, 8
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CheckoutForm/CheckoutForm.js", "JavaScript", 111, 0, 2, 6, 119
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CheckoutForm/checkout-form.style.js", "JavaScript", 106, 0, 2, 12, 120
"/Users/pierrefrancoispaoletti/appdevelopment/la-pouletterie/src/components/CustoButton/CustomButton.js", "JavaScript", 13, 0, 0, 3, 16
